school,conf,rk,w,l,wl,srs,sos,pts_for,pts_vs,pts_total,ap_pre,ap_high,ap_final,pts_diff,ncaa_result,ncaa_numeric,season,coaches,year
texas-el-paso,CUSA,8,26.0,7.0,0.788,12.66,1.96,75.3,64.6,139.89999999999998,30.0,24.0,30.0,10.700000000000003,Lost First Round,1.0,2009-10,Tony Barbee (26-7),2009.0
texas-el-paso,CUSA,9,23.0,14.0,0.622,6.67,3.21,75.4,71.9,147.3,30.0,30.0,30.0,3.5,NA,0.0,2008-09,Tony Barbee (23-14),2008.0
texas-el-paso,CUSA,10,19.0,14.0,0.576,4.79,1.54,76.6,73.2,149.8,30.0,30.0,30.0,3.3999999999999915,NA,0.0,2007-08,Tony Barbee (19-14),2007.0
texas-el-paso,CUSA,11,14.0,17.0,0.452,4.27,0.24,75.6,71.6,147.2,30.0,30.0,30.0,4.0,NA,0.0,2006-07,Tony Barbee (14-17),2006.0
texas-el-paso,CUSA,12,21.0,10.0,0.677,5.93,0.38,66.9,59.5,126.4,30.0,30.0,30.0,7.400000000000006,NA,0.0,2005-06,Doc Sadler (21-10),2005.0
texas-el-paso,WAC,13,27.0,8.0,0.771,9.61,0.91,74.7,65.1,139.8,30.0,30.0,30.0,9.600000000000009,Lost First Round,1.0,2004-05,Doc Sadler (27-8),2004.0
texas-el-paso,WAC,14,24.0,8.0,0.75,11.42,3.55,77.5,67.5,145.0,30.0,30.0,30.0,10.0,Lost First Round,1.0,2003-04,Billy Gillispie (24-8),2003.0
texas-el-paso,WAC,15,6.0,24.0,0.2,-10.72,0.04,63.1,73.2,136.3,30.0,30.0,30.0,-10.100000000000001,NA,0.0,2002-03,Billy Gillispie (6-24),2002.0
texas-el-paso,WAC,16,10.0,22.0,0.313,-1.92,3.12,69.2,72.0,141.2,30.0,30.0,30.0,-2.799999999999997,NA,0.0,2001-02,Jason Rabedeaux (10-22),2001.0
texas-el-paso,WAC,17,23.0,9.0,0.719,7.82,3.04,80.3,74.6,154.89999999999998,30.0,30.0,30.0,5.700000000000003,NA,0.0,2000-01,Jason Rabedeaux (23-9),2e3
texas-el-paso,WAC,18,13.0,15.0,0.464,5.95,3.23,77.1,74.4,151.5,30.0,30.0,30.0,2.6999999999999886,NA,0.0,1999-00,Jason Rabedeaux (13-15),1999.0
texas-el-paso,WAC,19,16.0,12.0,0.571,4.42,1.38,69.1,65.4,134.5,30.0,30.0,30.0,3.6999999999999886,NA,0.0,1998-99,Don Haskins (16-12),1998.0
texas-el-paso,WAC,20,12.0,14.0,0.462,0.51,2.93,64.2,65.7,129.9,30.0,30.0,30.0,-1.5,NA,0.0,1997-98,Don Haskins (12-14),1997.0
texas-el-paso,WAC,21,13.0,13.0,0.5,2.43,5.3,67.2,66.7,133.9,30.0,30.0,30.0,0.5,NA,0.0,1996-97,Don Haskins (13-13),1996.0
texas-el-paso,WAC,22,13.0,15.0,0.464,3.63,4.59,72.8,71.1,143.89999999999998,30.0,30.0,30.0,1.7000000000000028,NA,0.0,1995-96,Don Haskins (13-15),1995.0
texas-el-paso,WAC,23,20.0,10.0,0.667,9.67,5.97,77.9,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1994-95,Don Haskins (20-10),1994.0
texas-el-paso,WAC,24,18.0,12.0,0.6,2.08,2.77,72.1,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1993-94,Don Haskins (18-12),1993.0
texas-el-paso,WAC,25,21.0,13.0,0.618,5.08,3.2,71.2,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1992-93,Don Haskins (21-13),1992.0
texas-el-paso,WAC,26,27.0,7.0,0.794,14.04,5.6,NA,NA,NA,30.0,19.0,30.0,NA,Lost Regional Semifinal,8.0,1991-92,Don Haskins (27-7),1991.0
texas-el-paso,WAC,27,16.0,13.0,0.552,6.91,3.76,NA,NA,NA,30.0,25.0,30.0,NA,NA,0.0,1990-91,Don Haskins (16-13),1990.0
texas-el-paso,WAC,28,21.0,11.0,0.656,9.41,4.53,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1989-90,Don Haskins (21-11),1989.0
texas-el-paso,WAC,29,26.0,7.0,0.788,13.09,3.4,NA,NA,NA,30.0,30.0,30.0,NA,Lost Second Round,2.0,1988-89,Don Haskins (26-7),1988.0
texas-el-paso,WAC,30,23.0,10.0,0.697,10.13,3.9,NA,NA,NA,30.0,18.0,30.0,NA,Lost First Round,1.0,1987-88,Don Haskins (23-10),1987.0
texas-el-paso,WAC,31,25.0,7.0,0.781,10.99,2.6,NA,NA,NA,30.0,30.0,30.0,NA,Lost Second Round,2.0,1986-87,Don Haskins (25-7),1986.0
texas-el-paso,WAC,32,27.0,6.0,0.818,7.91,0.6,NA,NA,NA,30.0,15.0,20.0,NA,Lost First Round,1.0,1985-86,Don Haskins (27-6),1985.0
texas-el-paso,WAC,33,22.0,10.0,0.688,8.2,1.46,NA,NA,NA,30.0,30.0,30.0,NA,Lost Second Round,2.0,1984-85,Don Haskins (22-10),1984.0
texas-el-paso,WAC,34,27.0,4.0,0.871,10.73,3.03,NA,NA,NA,30.0,5.0,9.0,NA,Lost Second Round,2.0,1983-84,Don Haskins (27-4),1983.0
texas-el-paso,WAC,35,19.0,10.0,0.655,5.02,2.74,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1982-83,Don Haskins (19-10),1982.0
texas-el-paso,WAC,36,20.0,8.0,0.714,10.48,4.11,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1981-82,Don Haskins (20-8),1981.0
texas-el-paso,WAC,37,18.0,12.0,0.6,7.83,6.06,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1980-81,Don Haskins (18-12),1980.0
texas-el-paso,WAC,38,20.0,8.0,0.714,4.39,2.19,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1979-80,Don Haskins (20-8),1979.0
texas-el-paso,WAC,39,11.0,15.0,0.423,2.13,5.27,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1978-79,Don Haskins (11-15),1978.0
texas-el-paso,WAC,40,10.0,16.0,0.385,-0.22,5.12,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1977-78,Don Haskins (10-16),1977.0
texas-el-paso,WAC,41,11.0,15.0,0.423,2.11,5.7,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1976-77,Don Haskins (11-15),1976.0
texas-el-paso,WAC,42,19.0,7.0,0.731,6.68,0.55,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1975-76,Don Haskins (19-7),1975.0
texas-el-paso,WAC,43,20.0,6.0,0.769,9.2,6.29,NA,NA,NA,30.0,15.0,30.0,NA,Lost First Round,1.0,1974-75,Don Haskins (20-6),1974.0
texas-el-paso,WAC,44,18.0,7.0,0.72,9.72,4.67,NA,NA,NA,30.0,18.0,30.0,NA,NA,0.0,1973-74,Don Haskins (18-7),1973.0
texas-el-paso,WAC,45,16.0,10.0,0.615,6.24,5.69,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1972-73,Don Haskins (16-10),1972.0
texas-el-paso,WAC,46,20.0,7.0,0.741,10.72,4.41,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1971-72,Don Haskins (20-7),1971.0
texas-el-paso,WAC,47,15.0,10.0,0.6,7.38,6.69,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1970-71,Don Haskins (15-10),1970.0
texas-el-paso,WAC,48,17.0,8.0,0.68,7.2,3.11,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1969-70,Don Haskins (17-8),1969.0
texas-el-paso,Ind,49,16.0,9.0,0.64,7.15,2.41,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1968-69,Don Haskins (16-9),1968.0
texas-el-paso,Ind,50,14.0,9.0,0.609,3.97,2.36,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1967-68,Don Haskins (14-9),1967.0
texas-el-paso,Ind,51,22.0,6.0,0.786,7.63,0.34,NA,NA,NA,2.0,2.0,10.0,NA,Lost Regional Semifinal,8.0,1966-67,Don Haskins (22-6),1966.0
texas-el-paso,Ind,52,28.0,1.0,0.966,13.86,2.29,NA,NA,NA,30.0,2.0,3.0,NA,Won National Final,48.0,1965-66,Don Haskins (28-1),1965.0
texas-el-paso,Ind,53,16.0,9.0,0.64,1.87,-1.88,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1964-65,Don Haskins (16-9),1964.0
texas-el-paso,Ind,54,25.0,3.0,0.893,11.79,-1.13,NA,NA,NA,30.0,30.0,30.0,NA,Lost Regional Semifinal,8.0,1963-64,Don Haskins (25-3),1963.0
texas-el-paso,Ind,55,19.0,7.0,0.731,10.18,1.44,NA,NA,NA,30.0,30.0,30.0,NA,Lost First Round,1.0,1962-63,Don Haskins (19-7),1962.0
texas-el-paso,BIAA,56,18.0,6.0,0.75,0.11,-6.21,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1961-62,Don Haskins (18-6),1961.0
texas-el-paso,BIAA,57,12.0,12.0,0.5,-9.38,-5.71,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1960-61,Harold Davis (12-12),1960.0
texas-el-paso,BIAA,58,6.0,19.0,0.24,-17.28,-4.67,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1959-60,Harold Davis (6-19),1959.0
texas-el-paso,BIAA,59,14.0,9.0,0.609,-3.4,-7.23,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1958-59,George McCarty (14-9),1958.0
texas-el-paso,BIAA,60,14.0,9.0,0.609,-13.63,-7.94,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1957-58,George McCarty (14-9),1957.0
texas-el-paso,BIAA,61,14.0,8.0,0.636,-7.08,-7.61,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1956-57,George McCarty (14-8),1956.0
texas-el-paso,BIAA,62,12.0,10.0,0.545,-3.57,-5.0,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1955-56,George McCarty (12-10),1955.0
texas-el-paso,BIAA,63,13.0,8.0,0.619,-3.84,-7.15,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1954-55,George McCarty (13-8),1954.0
texas-el-paso,BIAA,64,8.0,14.0,0.364,-17.19,-9.83,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1953-54,George McCarty (8-14),1953.0
texas-el-paso,BIAA,65,4.0,21.0,0.16,-23.13,-12.13,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1952-53,Dale Waters (4-21),1952.0
texas-el-paso,BIAA,66,8.0,17.0,0.32,-18.44,-8.24,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1951-52,Dale Waters (8-17),1951.0
texas-el-paso,BIAA,67,10.0,15.0,0.4,-15.96,-10.43,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1950-51,Dale Waters (10-15),1950.0
texas-el-paso,BIAA,68,15.0,12.0,0.556,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1949-50-nm,Ross Moore (15-12),1949.0
texas-el-paso,BIAA,69,9.0,12.0,0.429,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1948-49-nm,Dale Waters (9-12),1948.0
texas-el-paso,BIAA,70,13.0,16.0,0.448,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1947-48-nm,Ross Moore (13-16),1947.0
texas-el-paso,BIAA,71,12.0,8.0,0.6,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1946-47,Dale Waters (12-8),1946.0
texas-el-paso,BIAA,72,4.0,11.0,0.267,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1945-46,Dale Waters (4-11),1945.0
texas-el-paso,BIAA,73,10.0,13.0,0.435,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1944-45,Charles Finley (10-13),1944.0
texas-el-paso,BIAA,74,11.0,6.0,0.647,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1942-43,Marshall Pennington (11-6),1942.0
texas-el-paso,BIAA,75,11.0,11.0,0.5,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1941-42,Marshall Pennington (11-11),1941.0
texas-el-paso,Ind,76,14.0,9.0,0.609,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1940-41,Marshall Pennington (14-9),1940.0
texas-el-paso,BIAA,77,15.0,11.0,0.577,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1939-40,Marshall Pennington (15-11),1939.0
texas-el-paso,BIAA,78,6.0,13.0,0.316,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1938-39,Marshall Pennington (6-13),1938.0
texas-el-paso,BIAA,79,4.0,17.0,0.19,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1937-38,Marshall Pennington (4-17),1937.0
texas-el-paso,BIAA,80,2.0,16.0,0.111,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1936-37,Marshall Pennington (2-16),1936.0
texas-el-paso,BIAA,81,0.0,12.0,0.0,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1935-36,J.B. Andrews (0-12),1935.0
texas-el-paso,Ind,82,3.0,16.0,0.158,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1933-34,Mack Saxon (3-16),1933.0
texas-el-paso,Ind,83,1.0,9.0,0.1,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1932-33,Mack Saxon (1-9),1932.0
texas-el-paso,Ind,84,6.0,7.0,0.462,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1931-32,Mack Saxon (6-7),1931.0
texas-el-paso,Ind,85,7.0,9.0,0.438,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1930-31,Mack Saxon (7-9),1930.0
texas-el-paso,Ind,86,13.0,6.0,0.684,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1929-30,Mack Saxon (13-6),1929.0
texas-el-paso,Ind,87,4.0,14.0,0.222,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1928-29,Mack Saxon (4-14),1928.0
texas-el-paso,Ind,88,6.0,8.0,0.429,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1927-28,Doc Stewart (6-8),1927.0
texas-el-paso,Ind,89,3.0,5.0,0.375,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1925-26,George Powell (3-5),1925.0
texas-el-paso,Ind,90,3.0,8.0,0.273,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1924-25,George Powell (3-8),1924.0
texas-el-paso,Ind,91,3.0,10.0,0.231,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1923-24,Jack Vowell (3-10),1923.0
texas-el-paso,Ind,92,1.0,6.0,0.143,NA,NA,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1922-23,Tommy Dwyer (1-6),1922.0
texas-pan-american,WAC,1,10.0,22.0,0.313,-11.75,-4.0,78.3,83.3,161.6,30.0,30.0,30.0,-5.0,NA,0.0,2016-17,Lew Hill (10-22),2016.0
texas-pan-american,WAC,2,8.0,22.0,0.267,-17.88,-4.25,66.4,77.7,144.10000000000002,30.0,30.0,30.0,-11.299999999999997,NA,0.0,2015-16,Dan Hipsher (8-22),2015.0
texas-pan-american,WAC,3,10.0,21.0,0.323,-14.46,-4.68,62.2,70.3,132.5,30.0,30.0,30.0,-8.099999999999994,NA,0.0,2014-15,Dan Hipsher (10-21),2014.0
texas-pan-american,WAC,4,9.0,23.0,0.281,-10.65,-4.42,65.7,70.7,136.4,30.0,30.0,30.0,-5.0,NA,0.0,2013-14,Dan Hipsher (9-23),2013.0
texas-pan-american,GWC,5,16.0,16.0,0.5,-13.35,-8.18,65.7,67.3,133.0,30.0,30.0,30.0,-1.5999999999999943,NA,0.0,2012-13,Ryan Marks (16-16),2012.0
texas-pan-american,GWC,6,11.0,21.0,0.344,-13.66,-4.44,62.3,68.6,130.89999999999998,30.0,30.0,30.0,-6.299999999999997,NA,0.0,2011-12,Ryan Marks (11-21),2011.0
texas-pan-american,GWC,7,6.0,25.0,0.194,-16.55,-6.41,68.2,76.0,144.2,30.0,30.0,30.0,-7.799999999999997,NA,0.0,2010-11,Ryan Marks (6-25),2010.0
texas-pan-american,GWC,8,6.0,27.0,0.182,-17.31,-4.47,61.2,72.2,133.4,30.0,30.0,30.0,-11.0,NA,0.0,2009-10,Ryan Marks (6-27),2009.0
texas-pan-american,Ind,9,10.0,17.0,0.37,-13.68,-3.01,65.3,69.3,134.6,30.0,30.0,30.0,-4.0,NA,0.0,2008-09,Tom Schuberth (10-17),2008.0
texas-pan-american,Ind,10,18.0,13.0,0.581,-10.51,-6.94,73.7,70.7,144.4,30.0,30.0,30.0,3.0,NA,0.0,2007-08,Tom Schuberth (18-13),2007.0
texas-pan-american,Ind,11,14.0,15.0,0.483,-9.18,-5.53,68.4,66.8,135.2,30.0,30.0,30.0,1.6000000000000085,NA,0.0,2006-07,Tom Schuberth (14-15),2006.0
texas-pan-american,Ind,12,7.0,24.0,0.226,-16.7,0.11,60.2,72.4,132.60000000000002,30.0,30.0,30.0,-12.200000000000003,NA,0.0,2005-06,Robert Davenport (7-24),2005.0
texas-pan-american,Ind,13,12.0,16.0,0.429,-9.21,-1.61,68.4,71.8,140.2,30.0,30.0,30.0,-3.3999999999999915,NA,0.0,2004-05,Robert Davenport (12-16),2004.0
texas-pan-american,Ind,14,14.0,14.0,0.5,-8.91,-3.0,71.6,71.3,142.89999999999998,30.0,30.0,30.0,0.29999999999999716,NA,0.0,2003-04,Bob Hoffman (14-14),2003.0
texas-pan-american,Ind,15,10.0,20.0,0.333,-14.75,-6.67,66.0,67.4,133.4,30.0,30.0,30.0,-1.4000000000000057,NA,0.0,2002-03,Bob Hoffman (10-20),2002.0
texas-pan-american,Ind,16,20.0,10.0,0.667,-1.34,-2.24,79.6,73.2,152.8,30.0,30.0,30.0,6.3999999999999915,NA,0.0,2001-02,Bob Hoffman (20-10),2001.0
texas-pan-american,Ind,17,12.0,17.0,0.414,-6.42,-2.42,76.8,74.1,150.89999999999998,30.0,30.0,30.0,2.700000000000003,NA,0.0,2000-01,Bob Hoffman (12-17),2e3
texas-pan-american,Ind,18,12.0,16.0,0.429,-8.28,-0.19,72.0,77.4,149.4,30.0,30.0,30.0,-5.400000000000006,NA,0.0,1999-00,Bob Hoffman (12-16),1999.0
texas-pan-american,Ind,19,5.0,22.0,0.185,-8.08,0.66,73.6,82.4,156.0,30.0,30.0,30.0,-8.800000000000011,NA,0.0,1998-99,Delray Brooks (5-22),1998.0
texas-pan-american,Sun Belt,20,3.0,24.0,0.111,-18.48,0.93,72.3,91.7,164.0,30.0,30.0,30.0,-19.400000000000006,NA,0.0,1997-98,Delray Brooks (3-24),1997.0
texas-pan-american,Sun Belt,21,3.0,25.0,0.107,-17.33,-2.6,55.5,67.9,123.4,30.0,30.0,30.0,-12.400000000000006,NA,0.0,1996-97,Mark Adams (3-25),1996.0
texas-pan-american,Sun Belt,22,9.0,19.0,0.321,-5.52,-1.19,60.7,63.9,124.6,30.0,30.0,30.0,-3.1999999999999957,NA,0.0,1995-96,Mark Adams (9-19),1995.0
texas-pan-american,Sun Belt,23,14.0,14.0,0.5,-2.09,-1.55,64.7,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1994-95,Mark Adams (14-14),1994.0
texas-pan-american,Sun Belt,24,16.0,12.0,0.571,-2.03,-2.61,75.3,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1993-94,Mark Adams (16-12),1993.0
texas-pan-american,Sun Belt,25,2.0,20.0,0.091,-16.91,1.86,63.3,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1992-93,Mark Adams (2-20),1992.0
texas-pan-american,Sun Belt,26,3.0,26.0,0.103,-15.75,-1.0,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1991-92,Kevin Wall (3-26),1991.0
texas-pan-american,ASC,27,7.0,21.0,0.25,-8.73,0.7,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1990-91,Kevin Wall (7-21),1990.0
texas-pan-american,ASC,28,21.0,9.0,0.7,1.16,-3.48,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1989-90,Kevin Wall (21-9),1989.0
texas-pan-american,ASC,29,15.0,13.0,0.536,-3.21,-3.62,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1988-89,Kevin Wall (15-13),1988.0
texas-pan-american,ASC,30,14.0,14.0,0.5,-5.04,-2.48,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1987-88,Kevin Wall (14-14),1987.0
texas-pan-american,Ind,31,16.0,12.0,0.571,-1.62,-3.16,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1986-87,Kevin Wall (16-12),1986.0
texas-pan-american,Ind,32,20.0,8.0,0.714,2.08,-5.34,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1985-86,Lon Kruger (20-8),1985.0
texas-pan-american,Ind,33,12.0,16.0,0.429,-5.21,-2.38,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1984-85,Lon Kruger (12-16),1984.0
texas-pan-american,Ind,34,13.0,14.0,0.481,0.14,1.31,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1983-84,Lon Kruger (13-14),1983.0
texas-pan-american,Ind,35,7.0,21.0,0.25,-9.81,1.36,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1982-83,Lon Kruger (7-21),1982.0
texas-pan-american,Ind,36,5.0,20.0,0.2,-11.5,1.98,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1981-82,Bill White (5-20),1981.0
texas-pan-american,Ind,37,18.0,11.0,0.621,2.69,1.69,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1980-81,Bill White (18-11),1980.0
texas-pan-american,A-Sun,38,19.0,9.0,0.679,0.84,-2.37,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1979-80,Bill White (19-9),1979.0
texas-pan-american,A-Sun,39,13.0,13.0,0.5,-2.74,-4.02,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1978-79,Bill White (13-13),1978.0
texas-pan-american,Ind,40,22.0,4.0,0.846,6.19,-3.41,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1977-78,Bill White (22-4),1977.0
texas-pan-american,Ind,41,17.0,9.0,0.654,-4.16,-6.42,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1976-77,Bill White (17-9),1976.0
texas-pan-american,Ind,42,20.0,5.0,0.8,-0.28,-12.44,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1975-76,Abe Lemons (20-5),1975.0
texas-pan-american,Ind,43,22.0,2.0,0.917,-1.7,-11.97,NA,NA,NA,30.0,15.0,30.0,NA,NA,0.0,1974-75,Abe Lemons (22-2),1974.0
texas-pan-american,Ind,44,13.0,9.0,0.591,-7.82,-5.87,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1973-74,Abe Lemons (13-9),1973.0
texas-pan-american,Ind,45,4.0,22.0,0.154,-16.53,-3.93,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1972-73,Sam Williams (4-22),1972.0
texas-pan-american,Ind,46,17.0,7.0,0.708,-3.68,-1.68,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1971-72,Sam Williams (17-7),1971.0
texas-pan-american,Ind,47,13.0,13.0,0.5,-13.29,-7.29,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1970-71,Sam Williams (13-13),1970.0
texas-pan-american,Ind,48,8.0,16.0,0.333,-16.97,-5.74,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1969-70,Sam Williams (8-16),1969.0
texas-pan-american,Ind,49,8.0,17.0,0.32,-17.31,0.96,NA,NA,NA,30.0,30.0,30.0,NA,NA,0.0,1968-69,Sam Williams (8-17),1968.0
texas-san-antonio,CUSA,1,14.0,19.0,0.424,-7.5,-3.11,66.0,69.4,135.4,30.0,30.0,30.0,-3.4000000000000057,NA,0.0,2016-17,Steve Henson (14-19),2016.0
texas-san-antonio,CUSA,2,5.0,27.0,0.156,-16.36,-3.36,72.4,84.3,156.7,30.0,30.0,30.0,-11.899999999999991,NA,0.0,2015-16,Brooks Thompson (5-27),2015.0
texas-san-antonio,CUSA,3,14.0,16.0,0.467,-3.33,-2.61,70.7,70.4,141.10000000000002,30.0,30.0,30.0,0.29999999999999716,NA,0.0,2014-15,Brooks Thompson (14-16),2014.0
texas-san-antonio,CUSA,4,8.0,22.0,0.267,-11.1,-1.03,68.9,76.8,145.7,30.0,30.0,30.0,-7.8999999999999915,NA,0.0,2013-14,Brooks Thompson (8-22),2013.0
texas-san-antonio,WAC,5,10.0,22.0,0.313,-6.47,-1.0,64.0,69.5,133.5,30.0,30.0,30.0,-5.5,NA,0.0,2012-13,Brooks Thompson (10-22),2012.0
texas-san-antonio,Southland,6,18.0,14.0,0.563,-1.83,-4.4,73.1,67.8,140.89999999999998,30.0,30.0,30.0,5.299999999999997,NA,0.0,2011-12,Brooks Thompson (18-14),2011.0
texas-san-antonio,Southland,7,20.0,14.0,0.588,-5.8,-4.93,70.1,69.5,139.6,30.0,30.0,30.0,0.5999999999999943,Lost Second Round,2.0,2010-11,Brooks Thompson (20-14),2010.0
texas-san-antonio,Southland,8,19.0,11.0,0.633,-2.9,-5.44,70.7,66.1,136.8,30.0,30.0,30.0,4.6000000000000085,NA,0.0,2009-10,Brooks Thompson (19-11),2009.0
texas-san-antonio,Southland,9,19.0,13.0,0.594,-4.67,-4.17,75.1,71.4,146.5,30.0,30.0,30.0,3.6999999999999886,NA,0.0,2008-09,Brooks Thompson (19-13),2008.0
texas-san-antonio,Southland,10,13.0,17.0,0.433,-10.43,-2.95,63.4,67.1,130.5,30.0,30.0,30.0,-3.6999999999999957,NA,0.0,2007-08,Brooks Thompson (13-17),2007.0
texas-san-antonio,Southland,11,7.0,22.0,0.241,-15.47,-4.07,57.1,66.3,123.4,30.0,30.0,30.0,-9.199999999999996,NA,0.0,2006-07,Brooks Thompson (7-22),2006.0
texas-san-antonio,Southland,12,11.0,17.0,0.393,-5.76,-3.38,73.4,74.9,148.3,30.0,30.0,30.0,-1.5,NA,0.0,2005-06,Tim Carter (11-17),2005.0
texas-san-antonio,Southland,13,15.0,13.0,0.536,-4.37,-3.93,75.9,73.8,149.7,30.0,30.0,30.0,2.1000000000000085,NA,0.0,2004-05,Tim Carter (15-13),2004.0
texas-san-antonio,Southland,14,19.0,14.0,0.576,-7.22,-6.11,72.7,71.7,144.4,30.0,30.0,30.0,1.0,Lost First Round,1.0,2003-04,Tim Carter (19-14),2003.0
texas-san-antonio,Southland,15,10.0,17.0,0.37,-11.19,-5.3,66.7,71.9,138.60000000000002,30.0,30.0,30.0,-5.200000000000003,NA,0.0,2002-03,Tim Carter (10-17),2002.0
texas-san-antonio,Southland,16,19.0,10.0,0.655,-3.25,-7.84,76.9,72.3,149.2,30.0,30.0,30.0,4.6000000000000085,NA,0.0,2001-02,Tim Carter (19-10),2001.0
texas-san-antonio,Southland,17,14.0,15.0,0.483,-9.33,-7.76,73.9,75.2,149.10000000000002,30.0,30.0,30.0,-1.2999999999999972,NA,0.0,2000-01,Tim Carter (14-15),2e3
